DomainIdentityInPage,DomainIdentityInCopyright,DomainIdentityInCanonical,DomainIdentityInAlternate,ForeignHyperlinks,VoidHyperlinkRatio,ForeignFormHandler,IPInURL,NumericFQDN,NumericPath,DomainEncoding,PathEncodedCharacters,RedirectionalChar,OutPositionedDomain,NoDotsFQDN,NoDotsPath,NonStandardPort,ObfuscationCharFQDN,ObfuscationCharPath,NoOfSlash,NoOfCharFQDN,NoOfCharPath,ShortURL,SubdomainService,DomainNameValidity,DomainAge,FHDomainValidity,FHDomainAge,SSLCertificateType,SSLGeoCountryMatch,URLSearchEngineRanking,DomainSearchEngineRanking,FQDNSearchEngineRanking,FQDNBlacklistIPCounts,DomainBlacklistIPCounts,Class
107,Yes,Yes,Yes,Yes,0.03,Internal,No,0,31,No,0,No,No,2,0,Null,0,5,4,16,66,No,No,Yes,8335,Yes,8335,OV,Yes,No,Yes,No,0,0,Legitimate
89,Null,Null,Null,Yes,0.41,Internal,No,0,4,No,0,No,No,2,1,Null,0,3,3,15,33,No,No,Yes,9157,Yes,9157,DV,Unknown,No,Yes,Yes,0,0,Legitimate
22,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,11,5,No,No,Yes,1057,Yes,1057,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
193,Null,Null,Null,Yes,0,Internal,No,0,27,No,0,No,Yes,2,8,Null,0,5,3,19,248,No,No,Yes,8165,Yes,8165,DV,Unknown,No,No,No,0,2,Legitimate
57,Yes,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,23,5,No,No,Yes,7611,Yes,7611,EV,No,Yes,Yes,Yes,0,0,Legitimate
1,Null,Yes,Null,Yes,0.65,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,12,5,No,No,Yes,4625,Yes,4625,EV,Yes,Yes,Yes,Yes,0,0,Legitimate
38,Yes,Null,Null,Yes,0.04,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,11,5,No,No,Yes,8748,Yes,8748,EV,Yes,Yes,Yes,Yes,0,0,Legitimate
157,No,Yes,Yes,Yes,0.15,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,15,6,No,No,Yes,3862,Yes,3862,DV,No,Yes,Yes,Yes,0,0,Legitimate
33,Null,Yes,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,6,13,14,No,No,Yes,9215,Yes,9215,EV,Yes,Yes,Yes,Yes,0,0,Legitimate
194,Yes,Yes,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,14,0,No,No,Yes,7952,Yes,7952,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
51,Yes,Null,Null,Yes,0,Internal,No,0,6,No,0,No,Yes,3,5,Null,0,4,4,20,119,No,No,Unknown,-1,Unknown,-1,OV,No,No,No,No,0,0,Legitimate
16,No,Null,Null,Yes,0.1,Internal,No,0,0,No,0,No,No,3,0,Null,0,0,3,21,5,No,No,Yes,1366,Yes,1366,DV,No,Yes,Yes,Yes,0,0,Legitimate
26,Null,Yes,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,17,6,No,No,Yes,3857,Yes,3857,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
58,Yes,Null,Null,Yes,0.34,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,3,18,17,No,No,Yes,2772,Yes,2772,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
163,Yes,Null,Yes,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,17,5,No,No,Yes,7826,Yes,7826,OV,No,Yes,Yes,Yes,0,0,Legitimate
4,Yes,Null,Null,Yes,0,Internal,No,1,0,No,0,No,No,2,0,Null,0,0,3,18,0,No,No,Yes,8650,Yes,8650,DV,Unknown,Yes,Yes,Yes,0,8,Legitimate
13,No,Null,Null,Yes,0.07,Internal,No,0,0,No,0,No,No,2,1,Null,0,1,4,20,24,No,No,Yes,9400,Yes,9400,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
40,Yes,Null,Null,Yes,0,Internal,No,0,32,No,2,No,No,2,3,Null,0,6,3,17,156,No,No,Yes,7224,Yes,7224,EV,Yes,No,No,No,0,0,Legitimate
64,Yes,Null,Yes,Yes,0.1,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,11,6,No,No,Yes,8736,Yes,8736,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
57,Yes,Null,Null,Yes,0.1,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,5,10,14,No,No,Unknown,-1,Unknown,-1,DV,No,Yes,Yes,Yes,0,0,Legitimate
70,Yes,Yes,Yes,Yes,0.08,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,10,0,No,No,Unknown,-1,Unknown,-1,DV,No,Yes,Yes,Yes,0,0,Legitimate
121,Null,Yes,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,11,5,No,No,Yes,8648,Yes,8648,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
91,Yes,Yes,Null,Yes,0.19,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,17,0,No,No,Yes,10493,Yes,10493,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
26,No,Yes,Null,Yes,0.04,Internal,No,0,0,No,0,No,No,2,0,Null,0,2,3,16,21,No,No,Yes,8350,Yes,8350,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
2,No,Null,Null,Yes,0,External,No,0,25,No,16,No,No,2,9,Null,0,6,4,13,197,No,No,Unknown,-1,Unknown,-1,Null,No,No,No,No,0,0,Legitimate
49,No,Null,Null,Yes,0.17,Internal,No,3,28,No,10,No,No,2,5,Yes,0,3,5,17,175,No,No,Unknown,-1,Unknown,-1,DV,No,No,No,No,0,0,Legitimate
2,No,Null,Null,Yes,0,Internal,No,0,4,No,4,No,No,2,2,Null,0,1,4,13,45,No,No,Unknown,-1,Unknown,-1,EV,No,No,Yes,Yes,0,0,Legitimate
132,Yes,Yes,Null,Yes,0.09,Internal,No,0,0,No,0,No,No,2,0,Null,1,0,4,18,16,No,No,Yes,9187,Yes,9187,OV,No,Yes,Yes,Yes,0,0,Legitimate
21,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,3,1,Null,0,0,4,17,22,No,No,Yes,2926,Yes,2926,OV,No,Yes,Yes,Yes,0,0,Legitimate
2,No,Null,Null,Yes,0.12,Internal,No,0,4,No,0,No,No,2,3,Null,0,1,4,18,64,No,No,Yes,8549,Yes,8549,OV,No,No,Yes,Yes,0,0,Legitimate
536,Yes,Yes,Yes,Yes,0.1,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,7,18,33,No,No,Yes,7722,Yes,7722,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
1,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,4,19,21,No,No,Yes,2927,Yes,2927,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
36,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,24,6,No,No,Yes,7722,Yes,7722,OV,No,Yes,Yes,Yes,0,0,Legitimate
158,Null,Yes,Yes,Yes,0.08,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,22,0,No,No,Yes,5989,Yes,5989,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
59,Yes,Yes,Null,Yes,0.05,Internal,No,0,0,No,0,No,No,2,0,Null,0,1,5,20,13,No,No,Yes,7382,Yes,7382,OV,Yes,Yes,Yes,Yes,1,1,Legitimate
50,Yes,Yes,No,Yes,0.01,Internal,No,0,0,No,0,No,No,3,0,Null,0,2,3,20,17,No,No,Yes,4948,Yes,4948,OV,Yes,No,Yes,Yes,0,0,Legitimate
111,Yes,Yes,Yes,Yes,0.07,Internal,No,0,1,No,0,No,No,2,0,Null,0,9,4,16,32,No,No,Yes,8335,Yes,8335,OV,Yes,No,Yes,Yes,0,0,Legitimate
33,Yes,Null,Null,Yes,0.07,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,12,6,No,No,Yes,7674,Yes,7674,OV,No,Yes,Yes,Yes,0,0,Legitimate
112,No,Yes,Yes,Yes,0.17,Internal,No,1,0,No,0,No,No,2,1,Null,0,0,3,15,11,No,No,Yes,3818,Yes,3818,Null,No,Yes,Yes,Yes,0,0,Legitimate
29,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,1,4,16,13,No,No,Yes,1428,Yes,1428,Null,No,Yes,Yes,Yes,0,0,Legitimate
14,No,Null,Yes,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,16,6,No,No,Yes,2655,Yes,2655,Null,No,Yes,Yes,Yes,0,0,Legitimate
25,Yes,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,16,0,No,No,Yes,5716,Yes,5716,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
2,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,3,13,10,No,No,Yes,3851,Yes,3851,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
29,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,3,14,9,No,No,Yes,4381,Yes,4381,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
17,No,Null,Null,Yes,0.09,Internal,No,0,0,No,0,No,No,2,0,Null,0,1,4,18,13,No,No,Yes,6313,Yes,6313,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
122,Null,Yes,Yes,Yes,0.01,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,11,0,No,No,Yes,8000,Yes,8000,EV,No,Yes,Yes,Yes,0,0,Legitimate
1,No,Yes,Null,Yes,0.12,Internal,No,0,0,No,0,No,No,2,0,Null,0,1,3,23,6,No,No,Yes,1910,Yes,1910,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
110,Yes,Null,Null,Yes,0.25,Internal,No,0,0,No,0,No,Yes,3,0,Null,0,0,5,14,20,No,No,Unknown,-1,Unknown,-1,OV,No,Yes,Yes,Yes,0,0,Legitimate
82,No,Yes,Null,Yes,0.06,External,No,0,0,No,0,No,No,2,0,Null,0,0,3,19,0,No,No,Yes,6729,Yes,8471,Null,No,Yes,Yes,Yes,0,0,Legitimate
11,Null,Null,Null,Yes,0,Internal,No,0,1,No,1,No,No,2,0,Null,0,1,3,22,36,No,No,Yes,1710,Yes,1710,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
13,Yes,Null,Yes,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,3,15,8,No,No,Yes,9522,Yes,9522,Null,No,Yes,Yes,Yes,0,0,Legitimate
21,Null,Yes,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,5,11,21,No,No,Yes,7986,Yes,7986,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
135,Yes,Null,Null,Yes,0.29,Internal,No,0,0,No,0,No,No,3,0,Null,0,0,3,17,12,No,No,Yes,3923,Yes,3923,OV,No,Yes,Yes,Yes,0,0,Legitimate
0,Null,Null,Null,Yes,0.09,Internal,No,0,1,No,0,No,No,2,0,Null,0,1,3,28,23,No,No,Yes,6428,Yes,6428,Null,No,Yes,Yes,Yes,0,0,Legitimate
54,Null,Yes,Null,Yes,0.05,Internal,No,0,15,No,1,No,No,2,5,Null,0,11,3,14,220,No,No,Yes,8335,Yes,8335,OV,Yes,No,Yes,Yes,0,0,Legitimate
177,Null,Null,Null,Yes,0,Internal,No,0,6,No,0,No,Yes,2,4,Null,0,5,3,19,123,No,No,Yes,8165,Yes,8165,DV,Unknown,No,No,No,0,2,Legitimate
13,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,3,21,9,No,No,Yes,3038,Yes,3038,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
27,Null,Null,Null,Yes,0.05,Internal,No,0,0,No,0,No,No,3,1,Null,0,0,4,22,21,No,No,Yes,6614,Yes,6614,DV,No,Yes,Yes,Yes,0,0,Legitimate
26,Null,Yes,Null,Yes,0.15,Internal,No,0,0,No,0,No,Yes,3,1,Null,0,0,3,20,11,No,No,Unknown,-1,Unknown,-1,OV,No,Yes,Yes,Yes,0,0,Legitimate
213,Null,Yes,Yes,Yes,0.15,Internal,No,0,0,No,0,No,Yes,2,1,Null,0,0,5,15,19,No,No,Yes,3739,Yes,3739,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
26,No,Null,Null,Yes,0.14,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,18,0,No,No,Yes,6313,Yes,6313,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
17,Yes,Null,Null,Yes,0.23,Internal,No,0,1,No,0,No,No,2,0,Null,0,1,3,16,30,No,No,Yes,12357,Yes,12357,OV,No,Yes,Yes,Yes,0,0,Legitimate
6,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,20,5,No,No,Yes,4331,Yes,4331,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
3149,No,Yes,Null,Yes,0.01,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,13,0,No,No,Unknown,-1,Unknown,-1,DV,No,Yes,Yes,Yes,0,0,Legitimate
44,Yes,Yes,Null,Yes,0.09,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,20,0,No,No,Yes,7145,Yes,7145,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,5,30,27,No,No,Yes,5832,Yes,5832,DV,Unknown,Yes,Yes,Yes,0,4,Legitimate
183,Null,Null,Null,Yes,0,Internal,No,0,11,No,0,No,Yes,2,4,Null,0,5,3,19,124,No,No,Yes,8165,Yes,8165,DV,Unknown,No,No,No,0,2,Legitimate
66,Yes,Null,Null,Yes,0.06,Internal,No,0,1,No,0,No,No,2,0,Null,0,3,6,16,34,No,No,Yes,8335,Yes,8335,OV,Yes,No,Yes,Yes,0,0,Legitimate
159,No,Yes,Yes,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,7,5,16,59,No,No,Yes,5461,Yes,5461,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
317,No,Yes,Yes,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,6,5,16,45,No,No,Yes,5461,Yes,5461,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
263,No,Yes,Yes,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,3,5,16,38,No,No,Yes,5461,Yes,5461,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
159,No,Yes,Yes,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,6,5,16,53,No,No,Yes,5461,Yes,5461,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
1784,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,3,0,Null,0,0,3,16,0,No,No,Yes,9030,Yes,9030,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
25,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,1,4,36,31,No,No,Yes,6028,Yes,6028,OV,No,Yes,Yes,Yes,0,0,Legitimate
56,Null,Null,Null,Yes,0,Internal,No,0,1,No,0,No,No,2,0,Null,0,2,5,19,23,No,No,Yes,8165,Yes,8165,DV,Unknown,No,Yes,Yes,0,2,Legitimate
23,No,Null,Null,Yes,0.05,Internal,No,0,0,No,0,No,No,3,0,Null,0,0,3,17,5,No,No,Unknown,-1,Unknown,-1,Null,No,Yes,Yes,Yes,0,0,Legitimate
50,Null,Null,Null,Yes,0.08,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,17,15,No,No,Unknown,-1,Unknown,-1,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
26,No,Null,Null,Yes,0.03,Internal,No,0,0,No,0,No,No,2,0,Null,0,1,3,22,7,No,No,Yes,2086,Yes,2086,DV,Yes,Yes,Yes,Yes,0,0,Legitimate
17,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,23,11,No,No,Yes,1758,Yes,1758,Null,No,Yes,Yes,Yes,0,0,Legitimate
2,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,1,4,18,15,No,No,Yes,2409,Yes,2409,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
0,Null,Null,Null,Yes,0,Internal,No,0,1,No,1,No,No,2,0,Null,0,1,3,23,24,No,No,Unknown,-1,Unknown,-1,DV,Yes,Yes,Yes,Yes,0,0,Legitimate
206,Null,Null,Null,Yes,0,Internal,No,0,3,No,3,No,No,1,0,Null,0,1,5,7,75,No,No,Yes,7688,Yes,7688,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
88,Yes,Null,Null,Yes,0.07,Internal,No,0,91,No,0,No,No,2,0,Null,0,6,7,16,574,No,No,Yes,8231,Yes,8231,EV,No,No,No,No,0,0,Legitimate
136,No,Yes,Yes,Yes,0.04,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,4,13,3,No,No,Yes,3080,Yes,3080,DV,Unknown,No,Yes,Yes,0,0,Legitimate
25,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,12,7,No,No,Yes,7236,Yes,7236,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
1706,Yes,Yes,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,9,0,No,No,Yes,9459,Yes,9459,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
18,Null,Null,Null,No,-1,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,4,20,23,No,No,Yes,10440,Yes,10440,EV,Yes,Yes,Yes,Yes,0,0,Legitimate
21,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,4,13,16,No,No,Yes,5881,Yes,5881,OV,Yes,No,Yes,Yes,0,0,Legitimate
125,No,Yes,Null,Yes,0.08,Internal,No,0,0,No,0,No,No,3,0,Null,0,1,5,25,12,No,No,Yes,8049,Yes,8049,OV,No,Yes,Yes,Yes,0,0,Legitimate
55,Yes,Null,Null,Yes,0.12,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,19,13,No,No,Yes,6348,Yes,6348,OV,No,Yes,Yes,Yes,0,0,Legitimate
2,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,32,11,No,No,Yes,2819,Yes,2819,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
10,Null,Null,Null,Yes,0,Internal,No,0,82,No,0,No,No,2,3,Null,0,3,5,24,558,No,No,Yes,7635,Yes,7635,DV,Unknown,No,No,No,0,0,Legitimate
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,3,1,Null,0,0,3,14,10,No,No,Yes,3592,Yes,3592,DV,No,Yes,Yes,Yes,0,0,Legitimate
254,Yes,Yes,Yes,Yes,0.06,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,12,0,No,No,Yes,4773,Yes,4773,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
48,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,12,5,No,No,Yes,4517,Yes,4517,DV,No,Yes,Yes,Yes,0,0,Legitimate
202,No,Yes,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,17,12,No,No,Yes,8660,Yes,8660,OV,No,Yes,Yes,Yes,0,0,Legitimate
200,No,Yes,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,17,5,No,No,Yes,8660,Yes,8660,OV,No,Yes,Yes,Yes,0,0,Legitimate
252,No,Null,Yes,Yes,0,Internal,No,0,1,No,0,No,No,2,0,Null,0,3,4,17,16,No,No,Yes,7750,Yes,7750,OV,Yes,No,Yes,Yes,0,0,Legitimate
8,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,3,15,10,No,No,Yes,4636,Yes,4636,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
7,No,Yes,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,12,0,No,Yes,Yes,9060,Yes,9060,DV,No,Yes,Yes,Yes,2,2,Legitimate
11,No,Null,Null,Yes,0.15,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,5,13,19,No,No,Yes,8146,Yes,8146,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
87,Yes,Yes,Null,Yes,0.04,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,12,0,No,No,Yes,7308,Yes,7308,OV,Yes,Yes,Yes,Yes,4,4,Legitimate
56,Null,Null,Null,Yes,0,Internal,No,0,1,No,0,No,No,2,0,Null,0,1,5,19,20,No,No,Yes,8165,Yes,8165,DV,Unknown,No,Yes,Yes,0,2,Legitimate
167,Yes,Null,Null,Yes,0.04,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,12,0,No,No,Yes,7328,Yes,7328,EV,Yes,Yes,Yes,Yes,0,0,Legitimate
40,Yes,Null,Null,Yes,0.13,Internal,No,0,0,No,0,No,No,3,0,Null,0,0,3,20,0,No,No,Yes,1435,Yes,1435,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
111,Yes,Yes,Yes,Yes,0.07,Internal,No,0,1,No,0,No,No,2,0,Null,0,9,4,16,32,No,No,Yes,8335,Yes,8335,OV,Yes,No,Yes,Yes,0,0,Legitimate
183,Null,Null,Null,Yes,0,Internal,No,0,11,No,0,No,Yes,2,4,Null,0,5,3,19,140,No,No,Yes,8165,Yes,8165,DV,Unknown,No,No,No,0,2,Legitimate
43,No,Null,Null,Yes,0.06,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,22,4,No,No,Yes,5825,Yes,5825,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
9,Yes,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,3,0,Null,0,0,3,26,0,No,No,Yes,5170,Yes,5170,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
44,Yes,Null,Null,Yes,0.03,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,16,3,No,No,Yes,5736,Yes,5736,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
65,Yes,Null,Yes,Yes,0.07,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,3,14,6,No,No,Yes,2403,Yes,2403,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
136,No,Yes,Yes,Yes,0.03,Internal,No,0,0,No,0,No,No,2,0,Null,0,6,6,19,40,No,No,Yes,8409,Yes,8409,OV,No,Yes,Yes,Yes,0,0,Legitimate
46,No,Null,Null,Yes,0.3,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,29,11,No,No,Yes,2921,Yes,2921,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
25,Yes,Null,Yes,Yes,0.13,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,13,0,No,No,Yes,6145,Yes,6145,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
3,Null,Null,Null,Yes,0.11,Internal,No,0,0,No,0,No,Yes,3,0,Null,0,0,4,18,13,No,No,Yes,7664,Yes,7664,Null,No,Yes,Yes,Yes,0,0,Legitimate
61,Yes,Null,Null,Yes,0.06,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,3,14,9,No,No,Yes,2337,Yes,2337,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
56,Yes,Null,Null,Yes,0.12,Internal,No,0,6,No,0,No,No,2,3,Null,0,2,3,12,83,No,No,Yes,8232,Yes,8232,OV,No,No,Yes,Yes,0,0,Legitimate
0,Null,Null,Null,Yes,0,Internal,No,1,0,No,0,No,No,2,0,Null,1,4,7,16,47,No,No,Unknown,-1,Unknown,-1,OV,No,Yes,Yes,Yes,0,0,Legitimate
9,Yes,Yes,Null,Yes,0,Internal,No,0,0,No,0,No,No,3,1,Null,0,0,4,22,28,No,No,Yes,3251,Yes,3251,EV,Yes,Yes,Yes,Yes,0,0,Legitimate
185,Yes,Null,Yes,Yes,0.02,Internal,No,0,0,No,0,No,No,2,0,Null,0,2,4,17,20,No,No,Yes,7826,Yes,7826,OV,No,Yes,Yes,Yes,0,0,Legitimate
71,Null,Null,Yes,Yes,0.02,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,17,8,No,No,Yes,7826,Yes,7826,OV,No,Yes,Yes,Yes,0,0,Legitimate
114,Null,Yes,Null,Yes,0.54,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,14,9,No,No,Yes,7497,Yes,7497,EV,No,Yes,Yes,Yes,0,0,Legitimate
108,Null,Null,Null,Yes,0.06,Internal,No,0,0,No,0,No,No,2,0,Null,2,0,5,28,29,No,No,Yes,1391,Yes,1391,Null,No,Yes,Yes,Yes,0,0,Legitimate
116,No,Yes,Yes,Yes,0.07,Internal,No,0,1,No,0,No,No,2,0,Null,0,0,4,15,2,No,No,Yes,4334,Yes,4334,OV,No,Yes,Yes,Yes,0,0,Legitimate
27,Null,Null,Null,Yes,0.07,Internal,No,0,0,No,0,No,No,3,0,Null,0,0,3,20,0,No,No,Yes,9051,Yes,9051,Null,No,Yes,Yes,Yes,0,0,Legitimate
17,Yes,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,24,18,No,No,Yes,7720,Yes,7720,OV,Yes,Yes,Yes,Yes,0,0,Legitimate
83,No,Yes,Null,Yes,0.07,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,22,3,No,No,Yes,8234,Yes,8234,OV,No,Yes,Yes,Yes,0,0,Legitimate
183,Null,Null,Null,Yes,0,Internal,No,0,13,No,0,No,Yes,2,4,Null,0,5,3,19,166,No,No,Yes,8165,Yes,8165,DV,Unknown,No,No,No,0,2,Legitimate
79,No,Yes,Null,Yes,0.33,External,No,0,0,No,0,No,No,2,0,Null,0,0,3,16,0,No,No,Yes,6209,Yes,4536,Null,No,Yes,Yes,Yes,0,0,Legitimate
26,No,Null,Null,Yes,0.37,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,34,11,No,No,Yes,4713,Yes,4713,EV,Yes,Yes,Yes,Yes,0,0,Legitimate
84,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,15,10,15,108,No,No,Unknown,-1,Unknown,-1,EV,Yes,Yes,Yes,Yes,0,0,Legitimate
0,Null,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,0,3,19,11,No,No,Yes,2705,Yes,2705,Null,No,Yes,Yes,Yes,0,0,Legitimate
3,No,Null,Null,Yes,0.05,Internal,No,0,0,No,0,No,No,3,1,Null,0,0,3,19,10,No,No,Yes,2642,Yes,2642,DV,No,Yes,Yes,Yes,0,0,Legitimate
69,No,Yes,Null,Yes,0.09,Internal,No,0,0,No,0,No,No,2,0,Null,0,2,7,20,29,No,No,Yes,8873,Yes,8873,OV,No,No,Yes,Yes,0,0,Legitimate
44,Yes,Yes,Null,Yes,0.09,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,4,20,14,No,No,Yes,7146,Yes,7146,DV,Unknown,Yes,Yes,Yes,0,0,Legitimate
7,Null,Null,Null,Yes,0.05,Internal,No,0,117,No,0,No,No,3,4,Null,0,25,5,29,778,No,No,Unknown,-1,Unknown,-1,OV,Yes,No,No,No,0,0,Legitimate
